stat6,region,assigned_by,Suggested_Change,Anne_Region,ADF.G_Region,Notes,final
11473,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11474,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11475,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11477,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11480,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11500,SEAK Inside,EW,NA,,NA,,SEAK Inside
11510,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11511,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11520,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11530,SEAK Inside,EW,NA,,NA,,SEAK Inside
11531,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11532,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11533,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11534,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11535,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11600,SEAK Inside,EW,NA,,NA,,SEAK Inside
11611,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11612,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11613,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
11614,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
15000,SEAK Inside,EW,NA,,NA,,SEAK Inside
15200,SEAK Inside,EW,NA,,NA,,SEAK Inside
15400,SEAK Inside,EW,NA,,NA,,SEAK Inside
15600,SEAK Inside,EW,NA,,NA,,SEAK Inside
15700,SEAK Inside,EW,NA,,NA,,SEAK Inside
18100,Yakutat,EW,NA,,NA,,Yakutat
18110,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18140,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18150,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18160,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18220,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18230,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18240,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18250,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18252,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18255,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18260,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18270,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18280,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18300,Yakutat,EW,NA,,NA,,Yakutat
18310,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18311,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18320,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18325,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18330,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18340,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18355,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18380,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18390,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18505,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18510,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18615,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18900,Yakutat,EW,NA,,NA,,Yakutat
18930,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18940,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
18950,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
19100,Yakutat,EW,NA,,NA,,Yakutat
19110,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
19120,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
19125,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
19241,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
19242,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
19250,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
19255,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
19260,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
20010,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
20020,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
20030,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
20100,PWS,EW,NA,,NA,,PWS
20101,PWS,EW,NA,,NA,,PWS
20102,PWS,EW,NA,,NA,,PWS
20103,PWS,EW,NA,,NA,,PWS
20104,PWS,EW,NA,,NA,,PWS
20105,PWS,EW,NA,,NA,,PWS
20106,PWS,EW,NA,,NA,,PWS
20200,PWS,EW,NA,,NA,,PWS
20201,PWS,EW,NA,,NA,,PWS
20202,PWS,EW,NA,,NA,,PWS
20203,PWS,EW,NA,,NA,,PWS
20204,PWS,EW,NA,,NA,,PWS
20205,PWS,EW,NA,,NA,,PWS
20208,PWS,EW,NA,,NA,,PWS
20209,PWS,EW,NA,,NA,,PWS
20210,PWS,EW,NA,,NA,,PWS
20211,PWS,EW,NA,,NA,,PWS
20300,PWS,EW,NA,,NA,,PWS
20301,PWS,EW,NA,,NA,,PWS
20302,PWS,EW,NA,,NA,,PWS
20303,PWS,EW,NA,,NA,,PWS
20304,PWS,EW,NA,,NA,,PWS
20305,PWS,EW,NA,,NA,,PWS
20306,PWS,EW,NA,,NA,,PWS
20307,PWS,EW,NA,,NA,,PWS
20308,PWS,EW,NA,,NA,,PWS
20310,PWS,EW,NA,,NA,,PWS
20311,PWS,EW,NA,,NA,,PWS
20312,PWS,EW,NA,,NA,,PWS
20400,PWS,EW,NA,,NA,,PWS
20401,PWS,EW,NA,,NA,,PWS
21210,PWS,EW,NA,,NA,,PWS
21211,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
21215,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
21220,PWS,EW,NA,,NA,,PWS
21221,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
21225,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
21230,PWS,EW,NA,,NA,,PWS
21231,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
21235,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22110,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22120,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22130,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22140,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22145,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22150,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22160,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22161,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22162,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22167,PWS,EW,NA,,NA,,PWS
22168,PWS,EW,NA,,NA,,PWS
22210,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22220,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22221,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22222,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22227,PWS,EW,NA,,NA,,PWS
22228,PWS,EW,NA,,NA,,PWS
22230,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22235,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22240,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22250,PWS,EW,NA,,NA,,PWS
22310,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22311,PWS,EW,NA,,NA,,PWS
22312,PWS,EW,NA,,NA,,PWS
22320,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22321,PWS,EW,NA,,NA,,PWS
22322,PWS,EW,NA,,NA,,PWS
22330,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22340,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22347,PWS,EW,NA,,NA,,PWS
22348,PWS,EW,NA,,NA,,PWS
22410,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22420,PWS,EW,NA,,NA,,PWS
22430,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22440,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22510,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22520,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22521,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22527,PWS,EW,NA,,NA,,PWS
22528,PWS,EW,NA,,NA,,PWS
22529,PWS,EW,NA,,NA,,PWS
22530,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22610,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22620,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22630,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22640,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22650,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22651,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22660,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22661,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22662,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22667,PWS,EW,NA,,NA,,PWS
22668,PWS,EW,NA,,NA,,PWS
22710,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22720,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22727,PWS,EW,NA,,NA,,PWS
22730,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22740,PWS,EW,NA,,NA,,PWS
22810,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22820,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22830,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22840,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22850,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22860,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22870,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
22910,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
23105,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23110,Cook Inlet,EW,NA,,NA,,Cook Inlet
23120,Cook Inlet,EW,NA,,NA,,Cook Inlet
23125,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23130,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23140,Cook Inlet,EW,NA,,NA,,Cook Inlet
23150,Cook Inlet,EW,NA,,NA,,Cook Inlet
23160,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23170,Cook Inlet,EW,NA,,NA,,Cook Inlet
23180,Cook Inlet,EW,NA,,NA,,Cook Inlet
23185,Cook Inlet,EW,NA,,NA,,Cook Inlet
23190,Cook Inlet,EW,NA,,NA,,Cook Inlet
23201,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23202,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23203,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23204,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23205,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23206,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23207,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23208,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23209,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23210,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23211,Cook Inlet,EW,NA,,NA,,Cook Inlet
23212,Cook Inlet,EW,NA,,NA,,Cook Inlet
23213,Cook Inlet,EW,NA,,NA,,Cook Inlet
23215,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23221,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23222,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23223,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23225,Cook Inlet,EW,NA,,NA,,Cook Inlet
23230,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
23235,Cook Inlet,EW,NA,,NA,,Cook Inlet
23236,Cook Inlet,EW,NA,,NA,,Cook Inlet
24106,Cook Inlet,EW,NA,,NA,,Cook Inlet
24108,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24109,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24110,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24111,Cook Inlet,EW,NA,,NA,,Cook Inlet
24112,Cook Inlet,EW,NA,,NA,,Cook Inlet
24113,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24114,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24115,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24116,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24117,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24118,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24120,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24130,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24160,Cook Inlet,EW,NA,,NA,,Cook Inlet
24190,Cook Inlet,EW,NA,,NA,,Cook Inlet
24191,Cook Inlet,EW,NA,,NA,,Cook Inlet
24410,Cook Inlet,EW,NA,,NA,,Cook Inlet
24421,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24422,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24425,Cook Inlet,EW,NA,,NA,,Cook Inlet
24426,Cook Inlet,EW,NA,,NA,,Cook Inlet
24430,Cook Inlet,EW,NA,,NA,,Cook Inlet
24431,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24432,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24440,Cook Inlet,EW,NA,,NA,,Cook Inlet
24441,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24442,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24450,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24451,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24455,Cook Inlet,EW,NA,,NA,,Cook Inlet
24456,Cook Inlet,EW,NA,,NA,,Cook Inlet
24457,Cook Inlet,EW,NA,,NA,,Cook Inlet
24460,Cook Inlet,EW,NA,,NA,,Cook Inlet
24461,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24470,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24510,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24520,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24530,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24540,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24550,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24555,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24560,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24570,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24580,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24590,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24610,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24620,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24710,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24720,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24730,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24741,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24742,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24743,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24750,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24770,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24780,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24790,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24820,Cook Inlet,EW,NA,,NA,,Cook Inlet
24910,Cook Inlet,EW,NA,,NA,,Cook Inlet
24920,Cook Inlet,EW,NA,,NA,,Cook Inlet
24925,Cook Inlet,EW,NA,,NA,,Cook Inlet
24930,Cook Inlet,EW,NA,,NA,,Cook Inlet
24935,Cook Inlet,EW,NA,,NA,,Cook Inlet
24940,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24945,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24950,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24952,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24955,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24960,Cook Inlet,EW,NA,,NA,,Cook Inlet
24965,Cook Inlet,EW,NA,,NA,,Cook Inlet
24970,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24972,Cook Inlet,EW,NA,,NA,,Cook Inlet
24975,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24978,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24980,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24983,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24985,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
24990,Cook Inlet,EW,NA,,NA,,Cook Inlet
25105,Kodiak,EW,NA,,NA,,Kodiak
25110,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25111,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25112,Kodiak,EW,NA,,NA,,Kodiak
25120,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25130,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25140,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25141,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25150,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25160,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25170,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25181,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25182,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25183,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25184,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25185,Kodiak,EW,NA,,NA,,Kodiak
25190,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25201,Kodiak,EW,NA,,NA,,Kodiak
25210,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25220,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25230,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25231,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25232,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25233,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25234,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25235,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25238,Kodiak,EW,NA,,NA,,Kodiak
25311,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25312,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25313,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25314,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25331,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25332,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25333,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25334,Kodiak,EW,NA,,NA,,Kodiak
25335,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25410,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25420,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25421,Kodiak,EW,NA,,NA,,Kodiak
25430,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25431,Kodiak,EW,NA,,NA,,Kodiak
25440,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25441,Kodiak,EW,NA,,NA,,Kodiak
25450,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25510,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25520,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25603,Kodiak,EW,NA,,NA,,Kodiak
25610,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25615,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25620,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25625,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25630,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25640,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25710,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25720,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25730,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25740,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25741,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25742,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25743,Kodiak,EW,NA,,NA,,Kodiak
25750,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25760,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25770,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25806,Kodiak,EW,NA,,NA,,Kodiak
25810,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25820,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25830,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25840,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25851,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25852,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25853,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25854,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25855,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25860,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25870,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25880,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25885,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25890,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25910,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25921,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25922,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25923,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25924,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25925,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25926,Kodiak,EW,NA,,NA,,Kodiak
25927,Kodiak,EW,NA,,NA,,Kodiak
25930,Kodiak,EW,NA,,NA,,Kodiak
25931,Kodiak,EW,NA,,NA,,Kodiak
25932,Kodiak,EW,NA,,NA,,Kodiak
25933,Kodiak,EW,NA,,NA,,Kodiak
25934,Kodiak,EW,NA,,NA,,Kodiak
25935,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25936,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25937,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25938,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25939,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25940,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25941,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25942,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
25943,Kodiak,EW,NA,,NA,,Kodiak
25944,Kodiak,EW,NA,,NA,,Kodiak
25945,Kodiak,EW,NA,,NA,,Kodiak
25946,Kodiak,EW,NA,,NA,,Kodiak
26210,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26215,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26220,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26225,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26227,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26230,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26235,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26240,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26245,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26250,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26255,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26260,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26265,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26270,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26275,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26280,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
26285,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
26290,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
26295,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27110,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
27220,Alaska Peninsula,AB (Groundfish-Salmon),NA,,NA,,Alaska Peninsula
